mobile_name,rating,price
"Redmi Note 9 Pro Max (Aurora Blue, 128 GB)",4.4,"₹18,799"
"Apple iPhone 11 (Red, 64 GB)",4.7,"₹51,999"
Kechaoda K60,4,"₹1,549"
Kechaoda K60,4,"₹1,549"
"Samsung Galaxy A71 (Prism Crush Blue, 128 GB)",4.4,"₹27,499"
"Apple iPhone XR (Coral, 128 GB) (Includes EarPods, Power Adapter)",4.6,"₹48,999"
Nokia 125,4,"₹1,988"
"Realme 5 Pro (Chroma White, 128 GB)",4.5,"₹16,999"
Itel IT2173,4.3,₹875
Itel IT2173,4.3,₹875
Itel IT2173,4.3,₹875
"Redmi Note 7 Pro (Black, 64 GB)",4.5,"₹10,999"
"Apple iPhone XR (Blue, 128 GB) (Includes EarPods, Power Adapter)",4.6,"₹48,999"
"Realme 6 (Comet White, 128 GB)",4.4,"₹16,999"
Lava A9,4.1,"₹1,589"
Kechaoda K33,4.1,₹985
"Vivo Y15 (Aqua Blue, 64 GB)",4.4,"₹12,990"
"Realme 6 Pro (Lightning Red, 128 GB)",4.4,"₹19,999"
"Coolpad Mega 5S (Gold, 64 GB)",3.8,"₹5,395"
I Kall K-60,3.8,"₹1,799"
Grabo ELUGA,3.7,₹659
Good One Magic,4,"₹1,499"
"Vivo Z1x (Fusion Blue, 64 GB)",4.5,"₹16,990"
"Samsung M01 core (Red, 16 GB)",4,"₹5,258"
"Gionee S11 Lite (Black, 32 GB)",4.1,"₹8,190"
Kechaoda K30,3.9,"₹1,099"
"Samsung Galaxy A51 (Prism Crush Black, 128 GB)",4.3,"₹20,999"
"iQOO 3 (Tornado Black, 256 GB)",4.5,"₹32,990"
MU M5000,4.1,"₹1,199"
Itel Muzik 400,4.1,"₹1,514"
"Lenovo A7 (Blue, 64 GB)",3.9,"₹7,990"
Kechaoda K1,3.9,"₹1,099"
UiSmart Ui-06,3.9,"₹1,390"
GreenBerri F1,4.2,"₹1,399"
Karbonn K-Phone 1,3.9,"₹1,459"
"Redmi 8 (Onyx Black, 64 GB)",4.4,"₹9,999"
Kechaoda K30,3.9,₹999
Kechaoda K30,3.9,₹999
Micromax X382,4,₹839
Karbonn KX26,4,"₹1,149"
"Samsung Galaxy A50s (Prism Crush Black, 128 GB)",4.3,"₹14,999"
Kechaoda K28,4.1,"₹1,070"
Lava A1200,4.2,"₹1,151"
"Samsung Galaxy S21 Ultra (Phantom Silver, 256 GB)",4.6,"₹1,05,999"
Karbonn KX80,3.2,"₹1,349"
"OPPO A11K (Deep Blue, 32 GB)",4.2,"₹8,589"
"Vivo Z1x (Fusion Blue, 128 GB)",4.4,"₹18,990"
"Vivo Z1x (Phantom Purple, 64 GB)",4.5,"₹16,990"
"Redmi 9A (Midnight Black, 32 GB)",4.3,"₹8,290"
"Mi 10i (Pacific Sunrise, 128 GB)",4.3,"₹25,512"
Kechaoda K116 Plus,4,"₹1,099"
Samsung Guru FM Plus,4.2,"₹1,614"
Good One Magic,4,"₹1,399"
Gfive Champ,3.5,₹799
"Vivo U20 (Racing Black, 64 GB)",4.4,"₹12,990"
"Samsung Galaxy A51 (Haze Crush Silver, 128 GB)",4.3,"₹20,999"
"Vivo V17Pro (Midnight Ocean Black, 128 GB)",4.5,"₹22,990"
"Realme 5 Pro (Sparkling Blue, 64 GB)",4.5,"₹14,999"
"Realme 5 Pro (Crystal Green, 128 GB)",4.5,"₹16,999"
Gfive A1 Combo of Two,3.4,"₹1,259"
"iQOO 3 (Tornado Black, 128 GB)",4.5,"₹29,990"
"iQOO 3 (Quantum Silver, 128 GB)",4.5,"₹29,990"
Itel It 2163,4,₹898
Lava A1 Josh,4.2,₹949
Lava A1200,4.2,"₹1,151"
"Motorola E7 Plus (Twilight Orange, 64 GB)",4.2,"₹9,999"
"Redmi Note 8 (Moonlight White, 64 GB)",4.4,"₹13,990"
Lava Hero 600s,3.8,₹777
"Vivo V20 (Sunset Melody, 256 GB)",4.3,"₹27,990"
"Vivo V20 (Midnight Jazz, 256 GB)",4.3,"₹27,990"
"Samsung Galaxy M11 (Metallic Blue, 64 GB)",4.2,"₹13,990"
BlackZone M5,4.1,₹649
"Samsung Galaxy A51 (Haze Crush Silver, 128 GB)",4.3,"₹22,499"
Kechaoda K33,4.1,₹940
Kechaoda K10,4,₹860
Kechaoda K10,4,₹860
"Vivo X50 (Glaze Black, 128 GB)",4.4,"₹34,990"
Kechaoda A27,4.1,₹885
Kechaoda A27,4.1,₹889
"Redmi Note 9 Pro (Glacier White, 128 GB)",4.3,"₹18,299"
Kechaoda K1,3.9,"₹1,099"
"Samsung Galaxy A71 (Prism Crush Black, 128 GB)",4.4,"₹27,499"
Karbonn KX1 Indian,3.5,₹899
"Samsung Galaxy A51 (Prism Crush Blue, 128 GB)",4.3,"₹22,499"
"Vivo S1 (Diamond Black, 128 GB)",4.4,"₹19,990"
"OPPO A9 2020 (Marine Green, 128 GB)",4.3,"₹15,990"
Karbonn K310n,3.8,₹739
Karbonn K310n,3.9,₹899
"Apple iPhone SE (White, 128 GB)",4.5,"₹39,999"
"Redmi Note 9 (Scarlet Red, 64 GB)",4.3,"₹13,296"
Itel it5607,4.1,"₹1,198"
BlackZone B-310 GOLD,3.9,₹719
"Alcatel 5V (Spectrum Blue, 32 GB)",4.4,"₹7,190"
Itel U10,4.2,₹920
"Vivo Y15 (Burgundy Red, 64 GB)",4.4,"₹12,990"
"Realme Narzo 10 (That Green, 128 GB)",4.5,"₹11,999"
"Realme Narzo 10 (That White, 128 GB)",4.5,"₹11,999"
"Vivo X50 Pro (Alpha Grey, 256 GB)",4.6,"₹49,990"
"Redmi Note 9 Pro (Champagne Gold, 128 GB)",4.3,"₹17,395"
"LG W10 Alpha (Black, 32 GB)",3.8,"₹7,590"
"Spinup A6 4G (Ice Blue, 16 GB)",3.3,"₹5,499"
Micromax X748,4.1,"₹1,345"
"TECNO Spark Air 6 (Cloud White, 32 GB)",4,"₹7,998"
"Samsung Galaxy M51 (Celestial Black, 128 GB)",4.4,"₹25,680"
"Redmi K20 (Glacier Blue, 128 GB)",4.5,"₹24,999"
"Realme X3 SuperZoom (Glacier Blue, 128 GB)",4.4,"₹27,999"
nuvo NF18-BW,3.6,₹699
"Vivo V20 (Sunset Melody, 128 GB)",4.3,"₹24,990"
"Vivo V20 (Midnight Jazz, 128 GB)",4.3,"₹24,990"
Lava A1 super,4.1,"₹1,049"
Nokia 3310 DS,3.8,"₹3,519"
Lava A1200,4.2,"₹1,249"
Philips E102A,3.8,"₹1,199"
"Realme X (Onion, 128 GB)",4.5,"₹20,999"
"Realme X (Space Blue, 128 GB)",4.5,"₹17,999"
"OPPO A15 (Dynamic Black, 32 GB)",4.4,"₹10,049"
"OPPO A15 (Mystery Blue, 32 GB)",4.1,"₹9,490"
Kechaoda K2,3.8,₹900
Karbonn k310n,3.8,₹798
Samsung Guru FM Plus,4.2,"₹1,639"
I Kall K22 New,3.5,₹649
Itel IT5618N,4,"₹1,298"
Itel IT5618N,4,"₹1,249"
Kechaoda K66 Plus,4,"₹1,099"
Kechaoda K66 Plus,4,"₹1,099"
"Redmi Note 6 Pro (Red, 64 GB)",4.5,"₹11,999"
"Vivo X50 (Frost Blue, 256 GB)",4.4,"₹37,990"
Easyfone Elite,4.1,"₹3,149"
BlackZone M8,3.8,₹699
BlackZone M8,3.8,₹699
Good One Magic,4,"₹1,499"
Lava A7,4.2,"₹1,442"
"OPPO A5 2020 (Dazzling White, 64 GB)",4.4,"₹13,990"
Karbonn KX23,4,"₹1,149"
Itel IT2173,3.6,₹999
Energizer Hardcase E100,3.9,"₹1,299"
Kechaoda A26,4.1,₹899
Karbonn K310n,3.8,₹729
I Kall K3312 Combo,3.6,"₹1,399"
"Mi 10i (Midnight Black, 128 GB)",4.3,"₹25,800"
GreenBerri F1,4.2,"₹1,399"
GreenBerri F1,4.2,"₹1,399"
"Vivo X50 (Glaze Black, 128 GB)",4.4,"₹34,990"
Kechaoda K28,4.1,"₹1,080"
I Kall K23 New Mobile,3.6,₹599
Karbonn K5 Plus,4,₹869
"Redmi 8A (Sunset Red, 32 GB)",4.4,"₹6,999"
"Mi 10T (Cosmic Black, 128 GB)",4.5,"₹34,999"
Gfive A2 Combo of Two,3.7,"₹1,259"
"Spinup A6 4G (Dazzling Gold, 16 GB)",3.3,"₹5,499"
"Samsung Galaxy A51 (Prism Crush Black, 128 GB)",4.3,"₹22,499"
Kechaoda K60,4,"₹1,540"
Lava A7,4.2,"₹1,699"
Lava A7,4.2,"₹1,409"
Lava A7,4.2,"₹1,399"
Kechaoda K9,4.1,"₹1,080"
"Gionee M7 Power (Black, 64 GB)",4.2,"₹8,995"
"Gionee M7 Power (Blue, 64 GB)",4.2,"₹8,995"
Kechaoda K116 Plus,4,₹896
"OPPO A31 (Fantasy White, 128 GB)",4.3,"₹13,699"
"OPPO A31 (Mystery Black, 64 GB)",4.3,"₹12,900"
Lava A1 Josh,4.2,₹949
MarQ by Flipkart 110 Magic,4,₹969
"Coolpad COOL 3 (CHERRY BLACK, 32 GB)",3.6,"₹6,499"
"Apple iPhone SE (Black, 256 GB) (Includes EarPods, Power Adapter)",4.5,"₹49,999"
Tork T13 Banana,4,₹849
Forme Rocket,3.9,₹790
Tork T13 Banana,4,₹849
"Vivo Z1x (Phantom Purple, 128 GB)",4.4,"₹18,990"
"Samsung Galaxy A21s (Blue, 128 GB)",4.2,"₹17,499"
"Vivo S1 (Skyline Blue, 128 GB)",4.4,"₹19,990"
"Samsung Galaxy M11 (Violet, 32 GB)",4.2,"₹11,785"
Good One Magic,4,"₹1,399"
"Realme X3 SuperZoom (Arctic White, 128 GB)",4.4,"₹27,999"
"Realme X3 SuperZoom (Glacier Blue, 256 GB)",4.3,"₹32,999"
BlackZone S2,4.2,₹878
Kechaoda K20,3.4,₹999
I Kall K14 New Mobile,3.7,₹599
Inovu A1i,3.6,₹729
Forme N1,4,₹539
BlackZone S16,4,₹848
"Nokia C3 (Sand, 16 GB)",4.2,"₹6,999"
"Samsung Galaxy M31s (Mirage Black, 128 GB)",4.1,"₹19,880"
Kechaoda K33,4.4,₹937
"Infinix S5 Pro (Sea Blue, 64 GB)",4.4,"₹12,999"
"Infinix S5 Pro (Violet, 64 GB)",3.2,"₹12,999"
Blackzone N1102,4,₹599
"Itel VISION 1 (GRADATION BLUE, 32 GB)",4.4,"₹6,490"
"OPPO A5s (Blue, 64 GB)",4.5,"₹10,190"
"Vivo S1 (Skyline Blue, 128 GB)",4,"₹16,990"
Easyfone Marvel,4.1,"₹2,699"
"Samsung Galaxy A51 (Prism Crush White, 128 GB)",4.3,"₹22,499"
Kechaoda K9,4.1,"₹1,089"
Kechaoda K9,4.1,"₹1,087"
Kechaoda K9,4,"₹1,110"
BlackZone S2,4.2,₹878
Kechaoda K20,3.4,₹999
I Kall K14 New Mobile,3.7,₹599
Inovu A1i,3.6,₹729
Forme N1,4,₹539
BlackZone S16,4,₹848
"Nokia C3 (Sand, 16 GB)",3.8,"₹6,999"
Karbonn K310n,4.5,₹699
"Realme 5 Pro (Crystal Green, 64 GB)",4.4,"₹13,999"
"Infinix S5 Pro (Violet, 64 GB)",4.4,"₹12,999"
"Infinix S5 Pro (Sea Blue, 64 GB)",3.2,"₹12,999"
Blackzone N1102,4.5,₹599
"Vivo S1 (Diamond Black, 128 GB)",4.4,"₹16,990"
"Vivo S1 (Skyline Blue, 128 GB)",4.5,"₹19,990"
"Vivo S1 (Skyline Blue, 128 GB)",4,"₹16,990"
Lava Gem Wave,4.5,"₹1,599"
"Apple iPhone SE (Black, 256 GB) (Includes EarPods, Power Adapter)",4.1,"₹49,999"
"Nokia 2.4 (Charcoal Grey, 64 GB)",4.6,"₹10,399"
"Apple iPhone 11 Pro (Midnight Green, 64 GB)",4.6,"₹82,999"
"Nokia 2.4 (Charcoal Grey, 64 GB)",4.1,"₹10,399"
"Apple iPhone 11 Pro (Midnight Green, 64 GB)",4.6,"₹82,999"
Karbonn K7 Power,3.8,"₹1,012"
BlackZone RANGER,3.7,₹658
"Itel A48 (Gradation Green, 32 GB)",3.8,"₹5,999"
Grabo 220,3.6,₹710
I Kall K43,3.6,₹619
"Redmi 8A Dual (Midnight Grey, 32 GB)",4.2,"₹8,440"
Micromax X388,3.9,₹949
"Samsung Galaxy S10 Lite (Prism Black, 512 GB)",4.5,"₹45,999"
"Samsung Galaxy A21s (Silver, 128 GB)",4.2,"₹17,499"
Karbonn K24 Plus Pro,3.9,₹887
"Redmi 9 Power (Fiery Red, 128 GB)",4.2,"₹13,479"
"Realme 6 (Comet White, 128 GB)",4.4,"₹15,999"
Itel Heart Rate Edition,4.3,₹999
Karbonn K5 Plus,4,₹869
Kechaoda K66 Plus,4,"₹1,099"
Inovu A1,3.5,₹629
"Redmi 9 (Sporty Orange, 128 GB)",4.2,"₹10,463"
"Redmi Note 6 Pro (Rose Gold, 64 GB)",4.5,"₹11,999"
"Samsung Galaxy M40 (Midnight Blue, 128 GB)",4.2,"₹16,899"
Micromax X750,4.1,"₹1,265"
"Realme 5i (Forest Green, 64 GB)",4.5,"₹10,999"
"Realme 5i (Aqua Blue, 128 GB)",4.5,"₹11,999"
"Realme 5s (Crystal Blue, 128 GB)",4.5,"₹11,999"
"Realme X3 SuperZoom (Arctic White, 256 GB)",4.3,"₹32,999"
Itel Magic2 Max,4.1,"₹1,525"
"OPPO A5 2020 (Mirror Black, 64 GB)",4.4,"₹12,890"
"OPPO A5 2020 (Dazzling White, 64 GB)",4.4,"₹13,900"
Samsung Metro 313,4.1,"₹2,340"
Karbonn K310n,3.9,₹698
Muphone M230,3.3,"₹1,099"
I Kall K42 New,3.6,"₹1,099"
"Samsung Galaxy M31s (Mirage Blue, 128 GB)",4.2,"₹21,975"
Itel Muzik110,4.3,"₹1,119"
Itel Muzik110,4.3,"₹1,020"
"Micromax Infinity N12 (Blue Lagoon, 32 GB)",4.1,"₹6,699"
Micromax X707,3.8,"₹1,095"
Tork T13 Banana,4,₹849
JIVI 12M-XL,3.5,₹949
GreenBerry M3 Mini,4.3,"₹1,499"
Muphone M 230,4,"₹1,199"
Kechaoda A29,4,₹940
Kechaoda A29,4,₹940
"Itel VISION 1 (GRADATION BLUE, 32 GB)",4.1,"₹6,499"
Karbonn KX19,4.1,₹949
Kechaoda K33,4.5,₹988
"Realme X (Space Blue, 128 GB)",3.6,"₹20,999"
Nokia 3310 DS,3.8,"₹3,545"
Kechaoda K109,4.7,₹999
Karbonn K7 Power,3.8,"₹1,042"
Karbonn KX5,4,₹995
Lava 34 Super,4.1,"₹1,399"
Blackbear i7,3.6,"₹1,579"
Peace FM1,3.5,₹575
"Redmi Note 6 Pro (Black, 64 GB)",4.5,"₹13,884"
"Samsung M31 Prime (Space Black, 128 GB)",4.4,"₹17,315"
Kechaoda K66 Plus,4,₹880
Karbonn KX1,3.9,₹825
"Samsung Galaxy A10s (Black, 32 GB)",4.4,"₹9,171"
"Samsung Galaxy M31 (Iceberg blue, 128 GB)",4.3,"₹18,480"
"Redmi Note 8 (Neptune Blue, 32 GB)",4.4,"₹10,978"
"OPPO A5 2020 (Mirror Black, 64 GB)",4.4,"₹12,490"
Micromax X388,3.9,"₹1,060"
ITEL it6330,4,"₹1,598"
"OPPO A9 2020 (Space Purple, 128 GB)",4.3,"₹15,990"
"OPPO A52 (Stream White, 128 GB)",4.4,"₹15,499"
"Apple iPhone 12 Mini (Blue, 64 GB)",4.5,"₹69,900"
Karbonn KX4,3.6,₹860
"Redmi Note 7 Pro (Space Black, 64 GB)",4.4,"₹12,999"
Karbonn K7 Power,3.8,₹899
Micromax X388,3.9,₹949
Itel it5260,4,"₹1,454"
Lava 34 Super,4.1,"₹1,499"
Lava 34 Super,4.1,"₹1,399"
Blackbear i7,3.6,"₹1,579"
Peace FM1,3.5,₹575
"Redmi Note 6 Pro (Black, 64 GB)",4.5,"₹13,884"
"Redmi Note 8 (Neptune Blue, 32 GB)",4.4,"₹10,978"
BlackZone THUNDER,3.9,"₹1,059"
"OPPO A9 2020 (Space Purple, 128 GB)",4.3,"₹15,990"
Kechaoda K2,3.8,₹734
"Apple iPhone 12 Mini (Blue, 64 GB)",4.5,"₹69,900"
Karbonn KX4,3.6,₹860
"Redmi Note 7 Pro (Space Black, 64 GB)",4.4,"₹12,999"
Itel Muzik110,4.3,"₹1,148"
"Nokia 2.4 (Dusk, 64 GB)",4.1,"₹10,399"
"Gionee F11 (Blue, 32 GB)",4.2,"₹6,799"
"Gionee F11 (Black, 32 GB)",4.2,"₹6,799"
"Micromax IN 1b (Green, 64 GB)",3.9,"₹7,999"
"Micromax IN 1b (Blue, 64 GB)",3.7,"₹7,999"
Kechaoda K6,4,₹878
I Kall K50,4.3,₹849
Karbonn KX5,3.6,₹949
"Honor 9X (Midnight Black, 128 GB)",4.5,"₹13,999"
Detel D1 Guru,4,₹599
"Samsung Galaxy S10 Lite (Prism Black, 128 GB)",4.5,"₹36,499"
"Samsung M02s (Blue, 32 GB)",3.5,"₹10,390"
KXD M2+,3.7,₹799
"Coolpad COOL 3 (Ocean Indigo, 32 GB)",4.4,"₹6,499"
"Redmi Note 8 Pro (Halo White, 128 GB)",3.8,"₹17,999"
Itel Magic2,3.9,"₹1,470"
Energizer Power Max P20,4.4,"₹1,499"
"Alcatel 5V (Spectrum Black, 32 GB)",4.1,"₹7,190"
Intex Eco 105vx,3.8,₹999
UiSmart Ui-07 F1 Car Phone,4,₹899
HEEMAX H10Power,4.5,₹848
"Redmi K20 Pro (Carbon Black, 128 GB)",4.1,"₹26,999"
Muphone MU M360,4.5,₹990
"Vivo Z1Pro (Sonic Blue, 64 GB)",4.2,"₹15,990"
"Samsung Galaxy M01s  (Light Blue, 32 GB)",3.2,"₹9,399"
GreenBerry M3 Edition X,4.5,"₹1,999"
"Vivo Z1Pro (Sonic Black, 128 GB)",3.7,"₹17,990"
Gfive W1 New,4.1,"₹1,390"
Kechaoda K33,4.2,₹985
Itel Power 100 New,4.2,"₹1,190"
Itel Power 100 New,4.4,"₹1,199"
Itel Magic 1,4.2,"₹1,459"
Kechaoda K20,5,₹999
"Infinix S5 Pro (Forest Green, 64 GB)",5,"₹12,999"
"Infinix S5 Pro (Forest Green, 64 GB)",4.4,"₹12,999"
"Apple iPhone 12 Pro (Pacific Blue, 128 GB)",4.5,"₹1,19,900"
"Samsung M02s (Blue, 64 GB)",4.1,"₹11,498"
MTR Ferrari,4.1,"₹1,249"
MTR Ferrari,4.1,"₹1,249"
MTR Ferrari,4.1,"₹1,399"
MTR Ferrari,4.4,"₹1,249"
"Vivo S1 (Diamond Black, 64 GB)",4,"₹18,990"
"Samsung M02s (Black, 64 GB)",4.2,"₹11,498"
Kechaoda K123,3.8,"₹1,699"
"Samsung Galaxy A21s (Blue, 64 GB)",3.7,"₹16,499"
Karbonn K7 Power,3.8,₹899
BlackZone RANGER,4.5,₹658
"Itel A48 (Gradation Purple, 32 GB)",3.6,"₹5,999"
"Redmi K20 (Carbon Black, 128 GB)",4.4,"₹24,999"
Gfive Z15,3.9,₹789
"Redmi 8 (Emerald Green, 64 GB)",4.5,"₹9,999"
Kechaoda A 31,3.7,₹906
"Realme Narzo 10 (That Blue, 128 GB)",3.8,"₹11,999"
Tork X9,4.7,"₹1,119"
Karbonn K9 Mini,4,₹699
"Apple iPhone 12 (Red, 128 GB)",4.1,"₹84,900"
Karbonn KX26i,4.5,"₹1,149"
Micromax X748,4,"₹1,324"
